Date,Position [Encoder Input Ch:0 -> ENC1001 -> HUB0002 Port:0 S/N:750804]
13:57.2,4307
13:57.4,4595
13:57.6,4878
13:57.8,5175
13:58.0,5477
13:58.2,5773
13:58.4,6072
13:58.6,6356
13:58.8,6661
13:59.0,6969
13:59.2,7273
13:59.4,7565
13:59.6,7858
13:59.8,8172
14:00.0,8484
14:00.2,8787
14:00.4,9086
14:00.6,9391
14:00.8,9713
14:01.0,10027
14:01.2,10332
14:01.4,10633
14:01.6,10940
14:01.8,11256
14:02.0,11558
14:02.2,11844
14:02.4,12126
14:02.6,12320
14:02.8,12320
14:03.0,12320
14:03.2,12320
14:03.4,12320
14:03.6,12320
14:03.8,12320
14:04.0,12320
14:04.2,12320
14:04.4,12320
14:04.6,12320
14:04.8,12320
14:05.0,12320
14:05.2,12320
14:05.4,12320
14:05.6,12320
14:05.8,12320
14:06.0,12320
14:06.2,12320
14:06.4,12320
14:06.6,12320
14:06.8,12320
14:07.0,12320
14:07.2,12320
14:07.4,12320
14:07.6,12320
14:07.8,12320
14:08.0,12320
14:08.2,12320
14:08.4,12322
14:08.6,12019
14:08.8,11728
14:09.0,11434
14:09.2,11117
14:09.4,10806
14:09.6,10500
14:09.8,10211
14:10.0,9922
14:10.2,9629
14:10.4,9341
14:10.6,9059
14:10.8,8785
14:11.0,8501
14:11.2,8206
14:11.4,7919
14:11.6,7637
14:11.8,7357
14:12.0,7075
14:12.2,6776
14:12.4,6487
14:12.6,6199
14:12.8,5924
14:13.0,5636
14:13.2,5339
14:13.4,5048
14:13.6,4760
14:13.8,4486
14:14.0,4211
14:14.2,3916
14:14.4,3625
14:14.6,3340
14:14.8,3064
14:15.0,2788
14:15.2,2488
14:15.4,2197
14:15.6,1907
14:15.8,1638
14:16.0,1368
14:16.2,1096
14:16.4,818
14:16.6,553
14:16.8,294
14:17.0,61
14:17.2,-66
14:17.4,-66
14:17.6,-66
14:17.8,-66
14:18.0,-66
14:18.2,-66
14:18.4,-66
14:18.6,-66
14:18.8,-66
14:19.0,-66
14:19.2,-66
14:19.4,-66
14:19.6,-66
14:19.8,-66
14:20.0,-66
14:20.2,-66
14:20.4,-66
14:20.6,-66
14:20.8,-66
14:21.0,-66
14:21.2,-66
14:21.4,-66
14:21.6,-66
14:21.8,-66
14:22.0,-66
14:22.2,-66
14:22.4,-66
14:22.6,-60
14:22.8,260
14:23.0,552
14:23.2,873
14:23.4,1196
14:23.6,1512
14:23.8,1822
14:24.0,2133
14:24.2,2457
14:24.4,2765
14:24.6,3069
14:24.8,3360
14:25.0,3651
14:25.2,3962
14:25.4,4256
14:25.6,4552
14:25.8,4846
14:26.0,5140
14:26.2,5452
14:26.4,5752
14:26.6,6049
14:26.8,6346
14:27.0,6656
14:27.2,6974
14:27.4,7279
14:27.6,7580
14:27.8,7880
14:28.0,8201
14:28.2,8514
14:28.4,8822
14:28.6,9125
14:28.8,9442
14:29.0,9770
14:29.2,10084
14:29.4,10397
14:29.6,10699
14:29.8,11020
14:30.0,11342
14:30.2,11646
14:30.4,11943
14:30.6,12226
14:30.8,12519
14:31.0,12517
14:31.2,12517
14:31.4,12517
14:31.6,12517
14:31.8,12517
14:32.0,12517
14:32.2,12517
14:32.4,12517
14:32.6,12517
14:32.8,12517
14:33.0,12517
14:33.2,12517
14:33.4,12517
14:33.6,12517
14:33.8,12517
14:34.0,12517
14:34.2,12517
14:34.4,12517
14:34.6,12517
14:34.8,12517
14:35.0,12517
14:35.2,12517
14:35.4,12517
14:35.6,12517
14:35.8,12517
14:36.0,12517
14:36.2,12517
14:36.4,12517
14:36.6,12517
14:36.7,12489
14:36.9,12174
14:37.2,11878
14:37.3,11581
14:37.5,11267
14:37.7,10941
14:37.9,10635
14:38.1,10332
14:38.3,10042
14:38.5,9753
14:38.7,9450
14:38.9,9167
14:39.1,8878
14:39.3,8595
14:39.5,8295
14:39.7,7994
14:39.9,7711
14:40.1,7418
14:40.3,7136
14:40.5,6837
14:40.7,6542
14:40.9,6254
14:41.1,5958
14:41.3,5669
14:41.5,5373
14:41.7,5072
14:41.9,4783
14:42.1,4495
14:42.3,4216
14:42.5,3911
14:42.7,3616
14:42.9,3328
14:43.1,3046
14:43.3,2755
14:43.5,2454
14:43.7,2151
14:43.9,1860
14:44.1,1586
14:44.3,1310
14:44.5,1020
14:44.7,742
14:44.9,475
14:45.1,216
14:45.3,34
14:45.5,34
14:45.7,34
14:45.9,34
14:46.1,34
14:46.3,34
14:46.5,34
14:46.7,34
14:46.9,34
14:47.1,34
14:47.3,34
14:47.5,34
14:47.7,34
14:47.9,34
14:48.1,34
14:48.3,34
14:48.5,34
14:48.7,34
14:48.9,34
14:49.1,34
14:49.3,34
14:49.5,34
14:49.7,34
14:49.9,34
14:50.1,34
14:50.3,34
14:50.5,34
14:50.7,34
14:50.9,67
14:51.1,385
14:51.3,676
14:51.5,1007
14:51.7,1329
14:51.9,1644
14:52.1,1949
14:52.3,2265
14:52.5,2588
14:52.7,2892
14:52.9,3190
14:53.1,3479
14:53.3,3783
14:53.5,4090
14:53.7,4382
14:53.9,4672
14:54.1,4958
14:54.3,5268
14:54.5,5575
14:54.7,5875
14:54.9,6178
14:55.1,6476
14:55.3,6786
14:55.5,7094
14:55.7,7401
14:55.9,7700
14:56.1,8008
14:56.3,8327
14:56.5,8640
14:56.7,8946
14:56.9,9256
14:57.1,9579
14:57.3,9903
14:57.5,10224
14:57.7,10529
14:57.9,10840
14:58.1,11156
14:58.3,11471
14:58.5,11768
14:58.7,12056
14:58.9,12353
14:59.1,12617
14:59.3,12617
14:59.5,12617
14:59.7,12617
14:59.9,12617
15:00.1,12617
15:00.3,12617
15:00.5,12617
15:00.7,12617
15:00.9,12617
15:01.1,12617
15:01.3,12617
15:01.5,12617
15:01.7,12617
15:01.9,12617
15:02.1,12617
15:02.3,12617
15:02.5,12617
15:02.7,12617
15:02.9,12617
15:03.1,12617
15:03.3,12617
15:03.5,12617
15:03.7,12617
15:03.9,12617
15:04.1,12617
15:04.3,12617
15:04.5,12617
15:04.7,12617
15:04.9,12617
15:05.1,12617
15:05.3,12366
15:05.5,12065
15:05.7,11760
15:05.9,11454
15:06.1,11139
15:06.3,10822
15:06.5,10514
15:06.7,10225
15:06.9,9940
15:07.1,9635
15:07.3,9346
15:07.5,9055
15:07.7,8775
15:07.9,8492
15:08.1,8193
15:08.3,7898
15:08.5,7610
15:08.7,7322
15:08.9,7037
15:09.1,6729
15:09.3,6437
15:09.5,6149
15:09.7,5864
15:09.9,5572
15:10.1,5270
15:10.3,4972
15:10.5,4684
15:10.7,4405
15:10.9,4110
15:11.1,3816
15:11.3,3526
15:11.5,3236
15:11.7,2953
15:11.9,2662
15:12.1,2352
15:12.3,2065
15:12.5,1777
15:12.7,1510
15:12.9,1231
15:13.1,943
15:13.3,659
15:13.5,404
15:13.7,158
15:13.9,22
15:14.1,24
15:14.3,24
15:14.5,24
15:14.7,24
15:14.9,24
15:15.1,24
15:15.3,24
15:15.5,24
15:15.7,24
15:15.9,24
15:16.1,24
15:16.3,24
15:16.5,24
15:16.7,24
15:16.9,24
15:17.1,24
15:17.3,24
15:17.5,24
15:17.7,24
15:17.9,24
15:18.1,24
15:18.3,24
15:18.5,24
15:18.7,24
15:18.9,24
15:19.1,24
15:19.3,24
15:19.5,282
15:19.7,572
15:19.9,893
15:20.1,1219
15:20.3,1533
15:20.5,1847
15:20.7,2157
15:20.9,2485
15:21.1,2795
15:21.3,3091
15:21.5,3382
15:21.7,3676
15:21.9,3988
15:22.1,4277
15:22.3,4570
15:22.5,4858
15:22.7,5159
15:22.9,5468
15:23.1,5773
15:23.3,6065
15:23.5,6362
15:23.7,6674
15:23.9,6989
15:24.1,7297
15:24.3,7596
15:24.5,7898
15:24.7,8219
15:24.9,8524
15:25.1,8836
15:25.3,9145
15:25.5,9457
15:25.7,9784
15:25.9,10099
15:26.1,10415
15:26.3,10717
15:26.5,11034
15:26.7,11353
15:26.9,11660
15:27.1,11950
15:27.3,12240
15:27.5,12541
15:27.7,12530
15:27.9,12530
15:28.1,12530
15:28.3,12530
15:28.5,12530
15:28.7,12530
15:28.9,12530
15:29.1,12530
15:29.3,12530
15:29.5,12530
15:29.7,12530
15:29.9,12530
15:30.1,12530
15:30.3,12530
15:30.5,12530
15:30.7,12530
15:30.9,12530
15:31.1,12530
15:31.3,12530
15:31.5,12530
15:31.7,12530
15:31.9,12530
15:32.1,12530
15:32.3,12530
15:32.5,12530
15:32.7,12530
15:32.9,12530
15:33.1,12530
15:33.3,12530
15:33.5,12530
15:33.7,12256
15:33.9,11963
15:34.1,11659
15:34.3,11349
15:34.5,11032
15:34.7,10719
15:34.9,10417
15:35.1,10124
15:35.3,9837
15:35.5,9533
15:35.7,9242
15:35.9,8959
15:36.1,8678
15:36.3,8386
15:36.5,8083
15:36.7,7789
15:36.9,7505
15:37.1,7225
15:37.3,6929
15:37.5,6618
15:37.7,6337
15:37.9,6046
15:38.1,5763
15:38.3,5461
15:38.5,5159
15:38.7,4868
15:38.9,4577
15:39.1,4294
15:39.3,3999
15:39.5,3698
15:39.7,3409
15:39.9,3123
15:40.1,2840
15:40.3,2538
15:40.5,2236
15:40.7,1943
15:40.9,1658
15:41.1,1383
15:41.3,1108
15:41.5,818
15:41.7,548
15:41.9,291
15:42.1,49
15:42.3,-5
15:42.5,-5
15:42.7,-5
15:42.9,-5
15:43.1,-5
15:43.3,-5
15:43.5,-5
15:43.7,-5
15:43.9,-5
15:44.1,-5
15:44.3,-5
15:44.5,-5
15:44.7,-5
15:44.9,-5
15:45.1,-5
15:45.3,-5
15:45.5,-5
15:45.7,-5
15:45.9,-5
15:46.1,-5
15:46.3,-5
15:46.5,-5
15:46.7,-5
15:46.9,-5
15:47.1,-5
15:47.3,-5
15:47.5,-5
15:47.7,-5
15:47.9,266
15:48.1,551
15:48.3,862
15:48.5,1184
15:48.7,1493
15:48.9,1800
15:49.1,2102
15:49.3,2421
15:49.5,2729
15:49.7,3027
15:49.9,3316
15:50.1,3605
15:50.3,3903
15:50.5,4193
15:50.7,4488
15:50.9,4765
15:51.1,5054
15:51.3,5357
15:51.5,5653
15:51.7,5949
15:51.9,6238
15:52.1,6534
15:52.3,6846
15:52.5,7146
15:52.7,7443
15:52.9,7737
15:53.1,8044
15:53.3,8355
15:53.5,8660
15:53.7,8961
15:53.9,9263
15:54.1,9581
15:54.3,9900
15:54.5,10216
15:54.7,10514
15:54.9,10814
15:55.1,11132
15:55.3,11435
15:55.5,11733
15:55.7,12024
15:55.9,12308
15:56.1,12535
15:56.3,12534
15:56.5,12534
15:56.7,12534
15:56.9,12534
15:57.1,12534
15:57.3,12534
15:57.5,12534
15:57.6,12534
15:57.8,12534
15:58.1,12534
15:58.2,12534
15:58.4,12534
15:58.6,12534
15:58.8,12534
15:59.0,12534
15:59.2,12534
15:59.4,12534
15:59.6,12534
15:59.8,12534
16:00.0,12534
16:00.2,12534
16:00.4,12534
16:00.6,12534
16:00.8,12534
16:01.0,12534
16:01.2,12534
16:01.4,12534
16:01.6,12534
16:01.8,12534
16:02.0,12233
16:02.2,11939
16:02.4,11641
16:02.6,11327
16:02.8,11011
16:03.0,10698
16:03.2,10390
16:03.4,10112
16:03.6,9818
16:03.8,9517
16:04.0,9226
16:04.2,8942
16:04.4,8658
16:04.6,8370
16:04.8,8069
16:05.0,7782
16:05.2,7488
16:05.4,7211
16:05.6,6915
16:05.8,6608
16:06.0,6324
16:06.2,6028
16:06.4,5750
16:06.6,5449
16:06.8,5149
16:07.0,4858
16:07.2,4568
16:07.4,4284
16:07.6,3993
16:07.8,3687
16:08.0,3404
16:08.2,3113
16:08.4,2829
16:08.6,2534
16:08.8,2223
16:09.0,1939
16:09.2,1650
16:09.4,1388
16:09.6,1096
16:09.8,816
16:10.0,548
16:10.2,288
16:10.4,45
16:10.6,9
16:10.8,9
16:11.0,9
16:11.2,9
16:11.4,9
16:11.6,9
16:11.8,9
16:12.0,9
16:12.2,9
16:12.4,9
16:12.6,9
16:12.8,9
16:13.0,9
16:13.2,9
16:13.4,9
16:13.6,9
16:13.8,9
16:14.0,9
16:14.2,9
16:14.4,9
16:14.6,9
16:14.8,9
16:15.0,9
16:15.2,9
16:15.4,9
16:15.6,9
16:15.8,9
16:16.0,9
16:16.2,193
16:16.4,482
16:16.6,784
16:16.8,1112
16:17.0,1416
16:17.2,1726
16:17.4,2034
16:17.6,2343
16:17.8,2662
16:18.0,2957
16:18.2,3252
16:18.4,3529
16:18.6,3830
16:18.8,4127
16:19.0,4418
16:19.2,4700
16:19.4,4983
16:19.6,5288
16:19.8,5590
16:20.0,5884
16:20.2,6181
16:20.4,6474
16:20.6,6778
16:20.8,7084
16:21.0,7384
16:21.2,7680
16:21.4,7975
16:21.6,8289
16:21.8,8595
16:22.0,8901
16:22.2,9200
16:22.4,9514
16:22.6,9836
16:22.8,10148
16:23.0,10452
16:23.2,10749
16:23.4,11066
16:23.6,11378
16:23.8,11678
16:24.0,11965
16:24.2,12252
16:24.4,12497
16:24.6,12484
16:24.8,12484
16:25.0,12484
16:25.2,12484
16:25.4,12484
16:25.6,12484
16:25.8,12484
16:26.0,12484
16:26.2,12484
16:26.4,12484
16:26.6,12484
16:26.8,12484
16:27.0,12484
16:27.2,12484
16:27.4,12484
16:27.6,12484
16:27.8,12484
16:28.0,12484
16:28.2,12484
16:28.4,12484
16:28.6,12484
16:28.8,12484
16:29.0,12484
16:29.2,12484
16:29.4,12484
16:29.6,12484
16:29.8,12484
16:30.0,12484
16:30.2,12484
16:30.4,12287
16:30.6,11989
16:30.8,11689
16:31.0,11381
16:31.2,11057
16:31.4,10749
16:31.6,10437
16:31.8,10153
16:32.0,9862
16:32.2,9563
16:32.4,9272
16:32.6,8985
16:32.8,8703
16:33.0,8408
16:33.2,8106
16:33.4,7819
16:33.6,7529
16:33.8,7242
16:34.0,6952
16:34.2,6649
16:34.4,6361
16:34.6,6068
16:34.8,5786
16:35.0,5488
16:35.2,5184
16:35.4,4890
16:35.6,4593
16:35.8,4321
16:36.0,4026
16:36.2,3721
16:36.4,3438
16:36.6,3152
16:36.8,2867
16:37.0,2565
16:37.2,2262
16:37.4,1973
16:37.6,1688
16:37.8,1418
16:38.0,1137
16:38.2,847
16:38.4,584
16:38.6,316
16:38.8,78
16:39.0,66
16:39.2,66
16:39.4,66
16:39.6,66
16:39.8,66
16:40.0,66
16:40.2,66
16:40.4,66
16:40.6,66
16:40.8,66
16:41.0,66
16:41.2,66
16:41.4,66
16:41.6,66
16:41.8,66
16:42.0,66
16:42.2,66
16:42.4,66
16:42.6,66
16:42.8,66
16:43.0,66
16:43.2,66
16:43.4,66
16:43.6,66
16:43.8,66
16:44.0,66
16:44.2,66
16:44.4,66
16:44.6,265
16:44.8,561
16:45.0,869
16:45.2,1191
16:45.4,1502
16:45.6,1816
16:45.8,2114
16:46.0,2435
16:46.2,2751
16:46.4,3044
16:46.6,3332
16:46.8,3620
16:47.0,3923
16:47.2,4218
16:47.4,4508
16:47.6,4789
16:47.8,5077
16:48.0,5381
16:48.2,5678
16:48.4,5974
16:48.6,6267
16:48.8,6566
16:49.0,6876
16:49.2,7176
16:49.4,7473
16:49.6,7771
16:49.8,8076
16:50.0,8390
16:50.2,8696
16:50.4,9000
16:50.6,9301
16:50.8,9622
16:51.0,9940
16:51.2,10250
16:51.4,10556
16:51.6,10860
16:51.8,11174
16:52.0,11481
16:52.2,11775
16:52.4,12060
16:52.6,12351
16:52.8,12524
16:53.0,12524
16:53.2,12524
16:53.4,12524
16:53.6,12524
16:53.8,12524
16:54.0,12524
16:54.2,12524
16:54.4,12524
16:54.6,12524
16:54.8,12524
16:55.0,12524
16:55.2,12524
16:55.4,12524
16:55.6,12524
16:55.8,12524
16:56.0,12524
16:56.2,12524
16:56.4,12524
16:56.6,12524
16:56.8,12524
16:57.0,12524
16:57.2,12524
16:57.4,12524
16:57.6,12524
16:57.8,12524
16:58.0,12524
16:58.2,12524
16:58.4,12524
16:58.6,12524
16:58.8,12302
16:59.0,12007
16:59.2,11706
16:59.4,11403
16:59.6,11077
16:59.8,10765
17:00.0,10458
17:00.2,10170
17:00.4,9880
17:00.6,9578
17:00.8,9292
17:01.0,9002
17:01.2,8723
17:01.4,8432
17:01.6,8125
17:01.8,7837
17:02.0,7547
17:02.2,7268
17:02.4,6975
17:02.6,6669
17:02.8,6383
17:03.0,6091
17:03.2,5808
17:03.4,5511
17:03.6,5206
17:03.8,4914
17:04.0,4617
17:04.2,4346
17:04.4,4050
17:04.6,3750
17:04.8,3462
17:05.0,3175
17:05.2,2893
17:05.4,2593
17:05.6,2290
17:05.8,2000
17:06.0,1710
17:06.2,1447
17:06.4,1163
17:06.6,881
17:06.8,608
17:07.0,333
17:07.2,97
17:07.4,-2
17:07.6,0
17:07.8,0
17:08.0,0
17:08.2,0
17:08.4,0
17:08.6,0
17:08.8,0
17:09.0,0
17:09.2,0
17:09.4,0
17:09.6,0
17:09.8,0
17:10.0,0
17:10.2,0
17:10.4,0
17:10.6,0
17:10.8,0
17:11.0,0
17:11.2,0
17:11.4,0
17:11.6,0
17:11.8,0
17:12.0,0
