Date,Position [Encoder Input Ch:0 -> ENC1001 -> HUB0002 Port:0 S/N:750804]
23:13.0,9055
23:13.2,8641
23:13.4,8241
23:13.6,7838
23:13.8,7438
23:14.0,7057
23:14.2,6679
23:14.4,6285
23:14.6,5905
23:14.8,5524
23:15.0,5140
23:15.2,4744
23:15.4,4357
23:15.6,3986
23:15.8,3597
23:16.0,3208
23:16.2,2830
23:16.4,2449
23:16.6,2058
23:16.8,1669
23:17.0,1293
23:17.2,928
23:17.4,555
23:17.6,186
23:17.8,64
23:18.0,64
23:18.2,64
23:18.4,64
23:18.6,64
23:18.8,64
23:19.0,64
23:19.2,64
23:19.4,64
23:19.6,64
23:19.8,64
23:20.0,64
23:20.2,64
23:20.4,64
23:20.6,64
23:20.8,64
23:21.0,64
23:21.2,64
23:21.4,64
23:21.6,64
23:21.8,207
23:22.0,619
23:22.2,1022
23:22.4,1420
23:22.6,1826
23:22.8,2240
23:23.0,2638
23:23.2,3012
23:23.4,3396
23:23.6,3782
23:23.8,4162
23:24.0,4525
23:24.2,4917
23:24.4,5304
23:24.6,5682
23:24.8,6062
23:25.0,6462
23:25.2,6850
23:25.4,7235
23:25.6,7620
23:25.8,8025
23:26.0,8412
23:26.2,8801
23:26.4,9209
23:26.6,9614
23:26.8,9921
23:27.0,9920
23:27.2,9920
23:27.4,9920
23:27.6,9920
23:27.8,9920
23:28.0,9920
23:28.2,9920
23:28.4,9920
23:28.6,9920
23:28.8,9920
23:28.9,9920
23:29.1,9920
23:29.3,9920
23:29.5,9920
23:29.7,9920
23:29.9,9920
23:30.1,9920
23:30.3,9920
23:30.5,9920
23:30.7,9920
23:30.9,9704
23:31.1,9284
23:31.3,8874
23:31.5,8460
23:31.7,8065
23:31.9,7655
23:32.1,7270
23:32.3,6897
23:32.5,6508
23:32.7,6116
23:32.9,5732
23:33.1,5355
23:33.3,4959
23:33.5,4561
23:33.7,4186
23:33.9,3809
23:34.1,3422
23:34.3,3038
23:34.5,2662
23:34.7,2280
23:34.9,1883
23:35.1,1496
23:35.3,1138
23:35.5,766
23:35.7,389
23:35.9,38
23:36.1,31
23:36.3,31
23:36.5,31
23:36.7,31
23:36.9,31
23:37.1,31
23:37.3,31
23:37.5,31
23:37.7,31
23:37.9,31
23:38.1,31
23:38.3,31
23:38.5,31
23:38.7,31
23:38.9,31
23:39.1,31
23:39.3,31
23:39.5,31
23:39.7,31
23:39.9,31
23:40.1,326
23:40.3,720
23:40.5,1119
23:40.7,1505
23:40.9,1900
23:41.1,2305
23:41.3,2694
23:41.5,3057
23:41.7,3437
23:41.9,3817
23:42.1,4184
23:42.3,4549
23:42.5,4934
23:42.7,5317
23:42.9,5689
23:43.1,6058
23:43.3,6450
23:43.5,6830
23:43.7,7211
23:43.9,7583
23:44.1,7977
23:44.3,8364
23:44.5,8746
23:44.7,9138
23:44.9,9541
23:45.1,9929
23:45.3,9943
23:45.5,9943
23:45.7,9943
23:45.9,9943
23:46.1,9943
23:46.3,9943
23:46.5,9943
23:46.7,9943
23:46.9,9943
23:47.1,9943
23:47.3,9943
23:47.5,9943
23:47.7,9943
23:47.9,9943
23:48.1,9943
23:48.3,9943
23:48.5,9943
23:48.7,9943
23:48.9,9943
23:49.1,9943
23:49.3,9572
23:49.5,9156
23:49.7,8748
23:49.9,8345
23:50.1,7944
23:50.3,7541
23:50.5,7163
23:50.7,6787
23:50.9,6391
23:51.1,6009
23:51.3,5622
23:51.5,5242
23:51.7,4845
23:51.9,4459
23:52.1,4082
23:52.3,3706
23:52.5,3314
23:52.7,2932
23:52.9,2562
23:53.1,2165
23:53.3,1765
23:53.5,1392
23:53.7,1032
23:53.9,660
23:54.1,292
23:54.3,59
23:54.5,59
23:54.7,59
23:54.9,59
23:55.1,59
23:55.3,59
23:55.5,59
23:55.7,59
23:55.9,59
23:56.1,59
23:56.3,59
23:56.5,59
23:56.7,59
23:56.9,59
23:57.1,59
23:57.3,59
23:57.5,59
23:57.7,59
23:57.9,59
23:58.1,59
23:58.3,102
23:58.5,508
23:58.7,912
23:58.9,1309
23:59.1,1711
23:59.3,2128
23:59.5,2537
23:59.7,2917
23:59.9,3290
24:00.1,3685
24:00.3,4063
24:00.5,4428
24:00.7,4812
24:00.9,5203
24:01.1,5584
24:01.3,5959
24:01.5,6354
24:01.7,6749
24:01.9,7133
24:02.1,7516
24:02.3,7917
24:02.5,8307
24:02.7,8697
24:02.9,9103
24:03.1,9510
24:03.3,9910
24:03.5,9925
24:03.7,9925
24:03.9,9925
24:04.1,9925
24:04.3,9925
24:04.5,9925
24:04.7,9925
24:04.9,9925
24:05.1,9925
24:05.3,9925
24:05.5,9925
24:05.7,9925
24:05.9,9925
24:06.1,9925
24:06.3,9925
24:06.5,9925
24:06.7,9925
24:06.9,9925
24:07.1,9925
24:07.3,9925
24:07.5,9816
24:07.7,9401
24:07.9,8982
24:08.1,8573
24:08.3,8169
24:08.5,7762
24:08.7,7375
24:08.9,6997
24:09.1,6614
24:09.3,6216
24:09.5,5834
24:09.7,5453
24:09.9,5059
24:10.1,4666
24:10.3,4283
24:10.5,3906
24:10.7,3512
24:10.9,3123
24:11.1,2746
24:11.3,2373
24:11.5,1979
24:11.7,1591
24:11.9,1221
24:12.1,854
24:12.3,473
24:12.5,118
24:12.7,22
24:12.9,22
24:13.1,22
24:13.3,22
24:13.5,22
24:13.7,22
24:13.9,22
24:14.1,22
24:14.3,22
24:14.5,22
24:14.7,22
24:14.9,22
24:15.1,22
24:15.3,22
24:15.5,22
24:15.7,22
24:15.9,22
24:16.1,22
24:16.3,22
24:16.5,22
24:16.7,55
24:16.9,466
24:17.1,871
24:17.3,1274
24:17.5,1672
24:17.7,2091
24:17.9,2497
24:18.1,2881
24:18.3,3256
24:18.5,3646
24:18.7,4025
24:18.9,4396
24:19.1,4777
24:19.3,5168
24:19.5,5552
24:19.7,5925
24:19.9,6321
24:20.1,6716
24:20.3,7102
24:20.5,7483
24:20.7,7885
24:20.9,8274
24:21.1,8666
24:21.3,9064
24:21.5,9479
24:21.7,9874
24:21.9,9984
24:22.1,9984
24:22.3,9984
24:22.5,9984
24:22.7,9984
24:22.9,9984
24:23.1,9984
24:23.3,9984
24:23.5,9984
24:23.7,9984
24:23.9,9984
24:24.1,9984
24:24.3,9984
24:24.5,9984
24:24.7,9984
24:24.9,9984
24:25.1,9984
24:25.3,9984
24:25.5,9984
24:25.7,9984
24:25.9,9878
24:26.1,9466
24:26.3,9048
24:26.5,8637
24:26.7,8239
24:26.9,7832
24:27.1,7444
24:27.3,7057
24:27.5,6678
24:27.7,6290
24:27.9,5903
24:28.1,5521
24:28.3,5134
24:28.5,4736
24:28.7,4353
24:28.9,3981
24:29.1,3592
24:29.3,3201
24:29.5,2821
24:29.7,2443
24:29.9,2046
24:30.1,1664
24:30.3,1280
24:30.5,918
24:30.7,539
24:30.9,188
24:31.1,86
24:31.3,86
24:31.5,86
24:31.7,86
24:31.9,86
24:32.1,86
24:32.3,86
24:32.5,86
24:32.7,86
24:32.9,86
24:33.1,86
24:33.3,86
24:33.5,86
24:33.7,86
24:33.9,86
24:34.1,86
24:34.3,86
24:34.5,86
24:34.7,86
24:34.9,86
24:35.1,273
24:35.3,682
24:35.5,1080
24:35.7,1480
24:35.9,1888
24:36.1,2310
24:36.3,2702
24:36.5,3073
24:36.7,3462
24:36.9,3846
24:37.1,4223
24:37.3,4592
24:37.5,4984
24:37.7,5370
24:37.9,5753
24:38.1,6133
24:38.3,6536
24:38.5,6924
24:38.7,7304
24:38.9,7697
24:39.0,8100
24:39.2,8492
24:39.4,8878
24:39.6,9289
24:39.8,9692
24:40.0,9957
24:40.2,9957
24:40.4,9957
24:40.6,9957
24:40.8,9957
24:41.0,9957
24:41.2,9957
24:41.4,9957
24:41.6,9957
24:41.8,9957
24:42.0,9957
24:42.2,9957
24:42.4,9957
24:42.6,9957
24:42.8,9957
24:43.0,9957
24:43.2,9957
24:43.4,9957
24:43.6,9957
24:43.8,9957
24:44.0,9957
24:44.2,9702
24:44.4,9286
24:44.6,8873
24:44.8,8460
24:45.0,8064
24:45.2,7653
24:45.4,7268
24:45.6,6898
24:45.8,6508
24:46.0,6114
24:46.2,5734
24:46.4,5353
24:46.6,4956
24:46.8,4568
24:47.0,4181
24:47.2,3804
24:47.4,3412
24:47.6,3033
24:47.8,2658
24:48.0,2274
24:48.2,1874
24:48.4,1493
24:48.6,1131
24:48.8,762
24:49.0,390
24:49.2,68
24:49.4,68
24:49.6,68
24:49.8,68
24:50.0,68
24:50.2,68
24:50.4,68
24:50.6,68
24:50.8,68
24:51.0,68
24:51.2,68
24:51.4,68
24:51.6,68
24:51.8,68
24:52.0,68
24:52.2,68
24:52.4,68
24:52.6,68
24:52.8,68
24:53.0,68
24:53.2,68
24:53.4,410
24:53.6,819
24:53.8,1216
24:54.0,1615
24:54.2,2027
24:54.4,2445
24:54.6,2830
24:54.8,3199
24:55.0,3591
24:55.2,3971
24:55.4,4349
24:55.6,4716
24:55.8,5115
24:56.0,5497
24:56.2,5880
24:56.4,6263
24:56.6,6665
24:56.8,7054
24:57.0,7432
24:57.2,7833
24:57.4,8227
24:57.6,8616
24:57.8,9016
24:58.0,9426
24:58.2,9824
24:58.4,9947
24:58.6,9947
24:58.8,9947
24:59.0,9947
24:59.2,9947
24:59.4,9947
24:59.6,9947
24:59.8,9947
25:00.0,9947
25:00.2,9947
25:00.4,9947
25:00.6,9947
25:00.8,9947
25:01.0,9947
25:01.2,9947
25:01.4,9947
25:01.6,9947
25:01.8,9947
25:02.0,9947
25:02.2,9947
25:02.4,9937
25:02.6,9537
25:02.8,9116
25:03.0,8705
25:03.2,8308
25:03.4,7898
25:03.6,7497
25:03.8,7120
25:04.0,6737
25:04.2,6349
25:04.4,5967
25:04.6,5581
25:04.8,5202
25:05.0,4804
25:05.2,4417
25:05.4,4042
25:05.6,3657
25:05.8,3260
25:06.0,2881
25:06.2,2517
25:06.4,2121
25:06.6,1726
25:06.8,1345
25:07.0,987
25:07.2,616
25:07.4,252
25:07.6,32
25:07.8,36
25:08.0,36
25:08.2,36
25:08.4,36
25:08.6,36
25:08.8,36
25:09.0,36
25:09.2,36
25:09.4,36
25:09.6,36
25:09.8,36
25:10.0,36
25:10.2,36
25:10.4,36
25:10.6,36
25:10.8,36
25:11.0,36
25:11.2,36
25:11.4,36
25:11.6,117
25:11.8,533
25:12.0,933
25:12.2,1331
25:12.4,1731
25:12.6,2151
25:12.8,2558
25:13.0,2933
25:13.2,3316
25:13.4,3704
25:13.6,4081
25:13.8,4452
25:14.0,4834
25:14.2,5225
25:14.4,5609
25:14.6,5984
25:14.8,6384
25:15.0,6777
25:15.2,7160
25:15.4,7541
25:15.6,7947
25:15.8,8340
25:16.0,8727
25:16.2,9128
25:16.4,9537
25:16.6,9909
25:16.8,9910
25:17.0,9910
25:17.2,9910
25:17.4,9910
25:17.6,9910
25:17.8,9910
25:18.0,9910
25:18.2,9910
25:18.4,9910
25:18.6,9910
25:18.8,9910
25:19.0,9910
25:19.2,9910
25:19.4,9910
25:19.6,9910
25:19.8,9910
25:20.0,9910
25:20.2,9910
25:20.4,9910
25:20.6,9910
25:20.8,9751
25:21.0,9332
25:21.2,8919
25:21.4,8520
25:21.6,8126
25:21.8,7724
25:22.0,7344
25:22.2,6967
25:22.4,6589
25:22.6,6189
25:22.8,5812
25:23.0,5436
25:23.2,5046
25:23.4,4650
25:23.6,4275
25:23.8,3906
25:24.0,3520
25:24.2,3136
25:24.4,2757
25:24.6,2383
25:24.8,1991
25:25.0,1609
25:25.2,1238
25:25.4,884
25:25.6,501
25:25.8,151
25:26.0,67
25:26.2,67
25:26.4,67
25:26.6,67
25:26.8,67
25:27.0,67
25:27.2,67
25:27.4,67
25:27.6,67
25:27.8,67
25:28.0,67
25:28.2,67
25:28.4,67
25:28.6,67
25:28.8,67
25:29.0,67
25:29.2,67
25:29.4,67
25:29.6,67
25:29.8,67
25:30.0,310
25:30.2,707
25:30.4,1099
25:30.6,1488
25:30.8,1890
25:31.0,2294
25:31.2,2681
25:31.4,3048
25:31.6,3430
25:31.8,3808
25:32.0,4177
25:32.2,4544
25:32.4,4929
25:32.6,5314
25:32.8,5681
25:33.0,6053
25:33.2,6448
25:33.4,6832
25:33.6,7209
25:33.8,7592
25:34.0,7978
25:34.2,8369
25:34.4,8745
25:34.6,9138
25:34.8,9540
25:35.0,9914
25:35.2,9916
25:35.4,9916
25:35.6,9916
25:35.8,9916
25:36.0,9916
25:36.2,9916
25:36.4,9916
25:36.6,9916
25:36.8,9916
25:37.0,9916
25:37.2,9916
25:37.4,9916
25:37.6,9916
25:37.8,9916
25:38.0,9916
25:38.2,9916
25:38.4,9916
25:38.6,9916
25:38.8,9916
25:39.0,9916
25:39.2,9592
25:39.4,9176
25:39.6,8763
25:39.8,8360
25:40.0,7959
25:40.2,7552
25:40.4,7173
25:40.6,6794
25:40.8,6404
25:41.0,6016
25:41.2,5630
25:41.4,5246
25:41.6,4855
25:41.8,4466
25:42.0,4087
25:42.2,3710
25:42.4,3316
25:42.6,2931
25:42.8,2560
25:43.0,2170
25:43.2,1773
25:43.4,1395
25:43.6,1034
25:43.8,658
25:44.0,284
25:44.2,97
25:44.4,96
25:44.6,96
25:44.8,96
25:45.0,96
25:45.2,96
25:45.4,96
25:45.6,96
25:45.8,96
25:46.0,96
25:46.2,96
25:46.4,96
25:46.6,96
25:46.8,96
25:47.0,96
25:47.2,96
25:47.4,96
25:47.6,96
25:47.8,96
25:48.0,96
25:48.2,96
25:48.4,492
25:48.6,902
25:48.8,1299
25:49.0,1700
25:49.2,2117
25:49.4,2528
25:49.6,2905
25:49.8,3282
25:50.0,3676
25:50.2,4057
25:50.4,4424
25:50.6,4813
25:50.8,5201
25:51.0,5582
25:51.2,5962
25:51.4,6353
25:51.6,6747
25:51.8,7132
25:52.0,7517
25:52.2,7919
25:52.4,8310
25:52.6,8703
25:52.8,9101
25:53.0,9511
25:53.2,9910
25:53.4,9962
25:53.6,9962
25:53.8,9962
25:54.0,9962
25:54.2,9962
25:54.4,9962
25:54.6,9962
25:54.8,9962
25:55.0,9962
25:55.2,9962
25:55.4,9962
25:55.6,9962
25:55.8,9962
25:56.0,9962
25:56.2,9962
25:56.4,9962
25:56.6,9962
25:56.8,9962
25:57.0,9962
25:57.2,9962
25:57.4,9898
25:57.6,9488
25:57.8,9072
25:57.9,8660
25:58.1,8262
